symbol,signal_time,entry_time,exit_time,bias,score,entry_price,stop_price,target_1,target_2,risk_per_share,shares,atr_14,hit_t1,exit_reason,pnl_dollars,r_multiple,reasons
AMZN,2026-02-13 10:30:00-05:00,2026-02-13 10:45:00-05:00,2026-02-13 10:45:00-05:00,SHORT,85,197.36,198.99,194.11,192.48,1.6261,61,1.0841,False,stop,-99.19,-0.992,"below 20-bar average, negative short-term momentum, strong relative volume, near recent intraday low"
META,2026-02-13 14:45:00-05:00,2026-02-13 15:00:00-05:00,2026-02-17 09:30:00-05:00,SHORT,65,643.9,647.26,637.17,633.81,3.3642,29,2.2428,True,target_2,245.59,2.456,"below 20-bar average, negative short-term momentum, near recent intraday low"
NVDA,2026-02-13 14:45:00-05:00,2026-02-13 15:00:00-05:00,2026-02-17 09:45:00-05:00,SHORT,65,182.87,184.01,180.6,179.46,1.1373,87,0.7582,True,target_2,247.94,2.479,"below 20-bar average, negative short-term momentum, near recent intraday low"
META,2026-02-13 15:15:00-05:00,2026-02-13 15:30:00-05:00,2026-02-17 09:45:00-05:00,SHORT,65,641.26,644.52,634.72,631.45,3.2673,30,2.1782,True,target_2,245.05,2.45,"below 20-bar average, strong relative volume, near recent intraday low"
NVDA,2026-02-13 15:15:00-05:00,2026-02-13 15:30:00-05:00,2026-02-17 11:00:00-05:00,SHORT,65,182.29,183.44,180.01,178.87,1.1421,87,0.7614,True,stop_after_t1,98.22,0.982,"below 20-bar average, strong relative volume, near recent intraday low"
AAPL,2026-02-13 15:15:00-05:00,2026-02-13 15:30:00-05:00,2026-02-17 09:30:00-05:00,SHORT,85,255.91,257.11,253.5,252.3,1.2029,83,0.802,False,stop,-99.84,-0.998,"below 20-bar average, negative short-term momentum, strong relative volume, near recent intraday low"
GOOGL,2026-02-13 15:15:00-05:00,2026-02-13 15:30:00-05:00,2026-02-17 09:30:00-05:00,SHORT,85,304.55,306.07,301.51,300.0,1.5176,65,1.0117,True,target_2,247.36,2.474,"below 20-bar average, negative short-term momentum, strong relative volume, near recent intraday low"
META,2026-02-13 15:45:00-05:00,2026-02-17 09:30:00-05:00,2026-02-17 10:30:00-05:00,SHORT,65,639.59,643.06,632.66,629.19,3.4666,28,2.311,True,target_2,242.66,2.427,"below 20-bar average, strong relative volume, near recent intraday low"
AAPL,2026-02-13 15:45:00-05:00,2026-02-17 09:30:00-05:00,2026-02-17 09:30:00-05:00,SHORT,65,258.05,259.28,255.59,254.37,1.2276,81,0.8184,False,stop,-99.44,-0.994,"below 20-bar average, strong relative volume, near recent intraday low"
AMZN,2026-02-13 15:45:00-05:00,2026-02-17 09:30:00-05:00,2026-02-17 09:30:00-05:00,SHORT,65,198.12,199.18,196.02,194.96,1.0535,94,0.7023,False,stop,-99.03,-0.99,"below 20-bar average, strong relative volume, near recent intraday low"
AVGO,2026-02-13 15:45:00-05:00,2026-02-17 09:30:00-05:00,2026-02-17 09:30:00-05:00,SHORT,65,319.67,322.05,314.93,312.56,2.3724,42,1.5816,False,stop,-99.64,-0.996,"below 20-bar average, strong relative volume, near recent intraday low"
GOOGL,2026-02-13 15:45:00-05:00,2026-02-17 09:30:00-05:00,2026-02-17 09:30:00-05:00,SHORT,65,300.42,301.96,297.35,295.81,1.5352,65,1.0235,False,stop,-99.79,-0.998,"below 20-bar average, strong relative volume, near recent intraday low"
NVDA,2026-02-17 09:30:00-05:00,2026-02-17 09:45:00-05:00,2026-02-17 11:00:00-05:00,SHORT,65,181.91,183.28,179.15,177.77,1.3784,72,0.9189,False,stop,-99.24,-0.992,"below 20-bar average, negative short-term momentum, strong relative volume"
META,2026-02-17 09:45:00-05:00,2026-02-17 10:00:00-05:00,2026-02-17 11:00:00-05:00,SHORT,85,631.16,636.03,621.42,616.55,4.8689,20,3.246,False,stop,-97.38,-0.974,"below 20-bar average, negative short-term momentum, strong relative volume, near recent intraday low"
AVGO,2026-02-17 09:45:00-05:00,2026-02-17 10:00:00-05:00,2026-02-17 10:00:00-05:00,SHORT,65,316.77,320.41,309.48,305.84,3.6442,27,2.4294,False,stop,-98.39,-0.984,"below 20-bar average, negative short-term momentum, near recent intraday low"
GOOGL,2026-02-17 09:45:00-05:00,2026-02-17 10:00:00-05:00,2026-02-17 11:00:00-05:00,SHORT,85,297.45,300.01,292.32,289.76,2.5649,38,1.7099,False,stop,-97.47,-0.975,"below 20-bar average, negative short-term momentum, strong relative volume, near recent intraday low"
NVDA,2026-02-17 10:00:00-05:00,2026-02-17 10:15:00-05:00,2026-02-17 10:45:00-05:00,SHORT,65,179.78,181.44,176.45,174.79,1.6639,60,1.1093,False,stop,-99.84,-0.998,"below 20-bar average, strong relative volume, near recent intraday low"
NVDA,2026-02-18 14:30:00-05:00,2026-02-18 14:45:00-05:00,2026-02-19 10:15:00-05:00,SHORT,65,187.9,188.85,185.99,185.04,0.9534,104,0.6356,True,stop_after_t1,99.15,0.991,"below 20-bar average, negative short-term momentum, near recent intraday low"
AVGO,2026-02-18 14:45:00-05:00,2026-02-18 15:00:00-05:00,2026-02-18 15:30:00-05:00,SHORT,65,331.56,333.49,327.71,325.78,1.9273,51,1.2849,False,stop,-98.29,-0.983,"below 20-bar average, negative short-term momentum, near recent intraday low"
AAPL,2026-02-18 15:45:00-05:00,2026-02-19 09:30:00-05:00,2026-02-19 09:30:00-05:00,SHORT,65,262.6,263.59,260.62,259.63,0.9914,100,0.6609,False,stop,-99.14,-0.991,"below 20-bar average, strong relative volume, near recent intraday low"
AMZN,2026-02-18 15:45:00-05:00,2026-02-19 09:30:00-05:00,2026-02-19 09:30:00-05:00,SHORT,85,203.63,204.56,201.78,200.85,0.9267,107,0.6178,False,stop,-99.16,-0.992,"below 20-bar average, negative short-term momentum, strong relative volume, near recent intraday low"
NVDA,2026-02-19 09:30:00-05:00,2026-02-19 09:45:00-05:00,2026-02-19 10:00:00-05:00,SHORT,65,186.27,187.5,183.8,182.57,1.2345,81,0.823,False,stop,-100.0,-1.0,"below 20-bar average, negative short-term momentum, near recent intraday low"
AVGO,2026-02-19 09:30:00-05:00,2026-02-19 09:45:00-05:00,2026-02-19 09:45:00-05:00,SHORT,65,331.53,333.93,326.72,324.32,2.4049,41,1.6032,False,stop,-98.6,-0.986,"below 20-bar average, negative short-term momentum, strong relative volume"
GOOGL,2026-02-19 09:30:00-05:00,2026-02-19 09:45:00-05:00,2026-02-19 09:45:00-05:00,SHORT,85,301.4,303.16,297.88,296.12,1.76,56,1.1733,False,stop,-98.56,-0.986,"below 20-bar average, negative short-term momentum, strong relative volume, near recent intraday low"
AAPL,2026-02-19 10:00:00-05:00,2026-02-19 10:15:00-05:00,2026-02-19 11:15:00-05:00,SHORT,65,262.99,264.27,260.44,259.16,1.2758,78,0.8506,False,stop,-99.52,-0.995,"below 20-bar average, negative short-term momentum, near recent intraday low"
AMZN,2026-02-19 10:15:00-05:00,2026-02-19 10:30:00-05:00,2026-02-19 11:00:00-05:00,SHORT,65,203.71,205.14,200.84,199.41,1.4339,69,0.9559,False,stop,-98.94,-0.989,"below 20-bar average, negative short-term momentum, near recent intraday low"
META,2026-02-19 15:00:00-05:00,2026-02-19 15:15:00-05:00,2026-02-19 15:45:00-05:00,SHORT,65,641.8,644.97,635.46,632.29,3.1685,31,2.1123,False,stop,-98.22,-0.982,"below 20-bar average, negative short-term momentum, near recent intraday low"
AVGO,2026-02-19 15:00:00-05:00,2026-02-19 15:15:00-05:00,2026-02-19 15:45:00-05:00,SHORT,65,330.85,333.27,326.0,323.58,2.4216,41,1.6144,False,stop,-99.29,-0.993,"below 20-bar average, negative short-term momentum, near recent intraday low"
META,2026-02-19 15:30:00-05:00,2026-02-19 15:45:00-05:00,2026-02-20 09:30:00-05:00,SHORT,65,643.4,646.36,637.46,634.5,2.9665,33,1.9777,False,stop,-97.89,-0.979,"below 20-bar average, strong relative volume, near recent intraday low"
META,2026-02-23 09:30:00-05:00,2026-02-23 09:45:00-05:00,2026-02-23 15:00:00-05:00,SHORT,85,648.47,652.44,640.51,636.54,3.9752,25,2.6501,True,target_2,250.44,2.504,"below 20-bar average, negative short-term momentum, strong relative volume, near recent intraday low"
AMZN,2026-02-23 09:30:00-05:00,2026-02-23 09:45:00-05:00,2026-02-24 10:15:00-05:00,SHORT,85,205.88,207.44,202.76,201.21,1.5581,64,1.0388,False,stop,-99.72,-0.997,"below 20-bar average, negative short-term momentum, strong relative volume, near recent intraday low"
AMZN,2026-02-23 10:00:00-05:00,2026-02-23 10:15:00-05:00,2026-02-24 09:45:00-05:00,SHORT,85,204.57,206.27,201.16,199.46,1.7039,58,1.1359,False,stop,-98.82,-0.988,"below 20-bar average, negative short-term momentum, strong relative volume, near recent intraday low"
META,2026-02-23 10:15:00-05:00,2026-02-23 10:30:00-05:00,2026-02-24 09:30:00-05:00,SHORT,65,649.11,653.5,640.34,635.95,4.3872,22,2.9248,True,target_2,241.29,2.413,"below 20-bar average, strong relative volume, near recent intraday low"
AMZN,2026-02-23 10:30:00-05:00,2026-02-23 10:45:00-05:00,2026-02-24 09:45:00-05:00,SHORT,65,204.82,206.48,201.49,199.83,1.6607,60,1.1071,False,stop,-99.64,-0.996,"below 20-bar average, strong relative volume, near recent intraday low"
GOOGL,2026-02-23 10:30:00-05:00,2026-02-23 10:45:00-05:00,2026-02-24 09:30:00-05:00,SHORT,85,314.08,316.11,310.02,307.99,2.0309,49,1.3539,True,target_2,249.8,2.498,"below 20-bar average, negative short-term momentum, strong relative volume, near recent intraday low"
META,2026-02-23 10:45:00-05:00,2026-02-23 11:00:00-05:00,2026-02-24 09:30:00-05:00,SHORT,65,644.17,648.6,635.32,630.89,4.4258,22,2.9505,True,target_2,243.42,2.434,"below 20-bar average, negative short-term momentum, near recent intraday low"
AVGO,2026-02-23 10:45:00-05:00,2026-02-23 11:00:00-05:00,2026-02-24 09:30:00-05:00,SHORT,85,331.14,334.38,324.65,321.41,3.2426,30,2.1618,True,target_2,243.2,2.432,"below 20-bar average, negative short-term momentum, strong relative volume, near recent intraday low"
AMZN,2026-02-23 11:00:00-05:00,2026-02-23 11:15:00-05:00,2026-02-24 09:30:00-05:00,SHORT,65,203.9,205.62,200.45,198.73,1.7247,57,1.1498,False,stop,-98.31,-0.983,"below 20-bar average, negative short-term momentum, near recent intraday low"
GOOGL,2026-02-23 11:00:00-05:00,2026-02-23 11:15:00-05:00,2026-02-23 11:45:00-05:00,SHORT,65,312.13,314.36,307.67,305.44,2.2312,44,1.4875,False,stop,-98.17,-0.982,"below 20-bar average, strong relative volume, near recent intraday low"
META,2026-02-23 11:30:00-05:00,2026-02-23 11:45:00-05:00,2026-02-24 09:30:00-05:00,SHORT,65,643.78,648.54,634.25,629.49,4.7628,20,3.1752,True,target_2,238.14,2.381,"below 20-bar average, strong relative volume, near recent intraday low"
AMZN,2026-02-23 11:30:00-05:00,2026-02-23 11:45:00-05:00,2026-02-24 09:30:00-05:00,SHORT,65,204.14,205.93,200.56,198.77,1.7884,55,1.1923,False,stop,-98.36,-0.984,"below 20-bar average, strong relative volume, near recent intraday low"
AVGO,2026-02-23 11:45:00-05:00,2026-02-23 12:00:00-05:00,2026-02-24 09:30:00-05:00,SHORT,85,331.32,334.85,324.26,320.73,3.5308,28,2.3539,True,target_2,247.16,2.472,"below 20-bar average, negative short-term momentum, strong relative volume, near recent intraday low"
META,2026-02-23 12:00:00-05:00,2026-02-23 12:15:00-05:00,2026-02-25 09:30:00-05:00,SHORT,65,643.06,647.76,633.66,628.96,4.6999,21,3.1333,True,stop_after_t1,94.0,0.94,"below 20-bar average, strong relative volume, near recent intraday low"
AMZN,2026-02-23 12:30:00-05:00,2026-02-23 12:45:00-05:00,2026-02-24 09:30:00-05:00,SHORT,65,203.61,205.37,200.08,198.32,1.7627,56,1.1751,False,stop,-98.71,-0.987,"below 20-bar average, strong relative volume, near recent intraday low"
AVGO,2026-02-23 12:30:00-05:00,2026-02-23 12:45:00-05:00,2026-02-24 09:30:00-05:00,SHORT,65,330.02,333.72,322.64,318.95,3.6903,27,2.4602,True,target_2,250.94,2.509,"below 20-bar average, negative short-term momentum, near recent intraday low"
META,2026-02-23 12:45:00-05:00,2026-02-23 13:00:00-05:00,2026-02-25 09:30:00-05:00,SHORT,65,642.71,647.52,633.1,628.29,4.8074,20,3.2049,True,stop_after_t1,96.15,0.961,"below 20-bar average, strong relative volume, near recent intraday low"
META,2026-02-23 13:15:00-05:00,2026-02-23 13:30:00-05:00,2026-02-24 09:30:00-05:00,SHORT,65,643.55,647.17,636.31,632.69,3.6186,27,2.4124,True,target_2,246.07,2.461,"below 20-bar average, strong relative volume, near recent intraday low"
