total_trades,wins,losses,win_rate_pct,total_pnl,avg_pnl,avg_r,best_trade,worst_trade,ending_equity,max_losing_streak
33,19,14,57.58,1263.46,38.29,0.384,242.3,-114.1,11263.46,7
