bias,trades,total_pnl,avg_pnl,avg_r,win_rate
SHORT,1025,22061.59,21.52350243902439,0.21524292682926832,39.90243902439025
LONG,769,586.2999999999998,0.7624187256176851,0.007620286085825764,33.28998699609883
