total_trades,wins,losses,win_rate_pct,total_pnl,avg_pnl,avg_r,best_trade,worst_trade,ending_equity,max_losing_streak
158,72,86,45.57,-2043.09,-12.93,-0.131,200.03,-99.98,7956.91,7
